Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	[Arcobacter]_porcinus	NA	/mnt/e/focusDB/db/GCA_004299785.2_ASM429978v2_genomic.fasta
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus_brierleyi	NA	/mnt/e/focusDB/db/GCA_003201835.2_ASM320183v2_genomic.fasta
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus_sulfidivorans	NA	/mnt/e/focusDB/db/GCA_003201765.2_ASM320176v2_genomic.fasta
Bacteria	Firmicutes	Bacilli	Bacillales	NA	Acidibacillus	Acidibacillus_ferrooxidans	NA	/mnt/e/focusDB/db/GCA_001602485.1_ASM160248v1_genomic.fasta
Bacteria	Firmicutes	Bacilli	Bacillales	NA	Acidibacillus	Acidibacillus_ferrooxidans	NA	/mnt/e/focusDB/db/GCA_001642725.1_ASM164272v1_genomic.fasta
Bacteria	Firmicutes	Bacilli	Bacillales	NA	Acidibacillus	Acidibacillus_sulfuroxidans	NA	/mnt/e/focusDB/db/GCA_003144315.1_ASM314431v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidibrevibacterium	Acidibrevibacterium_fodinaquatile	NA	/mnt/e/focusDB/db/GCA_003352165.1_ASM335216v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Acidiferrobacter	Acidiferrobacter_thiooxydans	NA	/mnt/e/focusDB/db/GCA_003333315.1_ASM333331v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter	Acidihalobacter_aeolianus	NA	/mnt/e/focusDB/db/GCA_001753165.1_ASM175316v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter	Acidihalobacter_ferrooxydans	NA	/mnt/e/focusDB/db/GCA_001975725.1_ASM197572v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter	Acidihalobacter_prosperus	NA	/mnt/e/focusDB/db/GCA_000754095.2_ASM75409v2_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter	Acidihalobacter_yilgarnensis	NA	/mnt/e/focusDB/db/GCA_001753245.1_ASM175324v1_genomic.fasta
Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus	Acidilobus_saccharovorans	NA	/mnt/e/focusDB/db/GCA_000144915.1_ASM14491v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Acidimangrovimonas	Acidimangrovimonas_sediminis	NA	/mnt/e/focusDB/db/GCA_002871005.1_ASM287100v1_genomic.fasta
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium	Acidimicrobium_ferrooxidans	NA	/mnt/e/focusDB/db/GCA_000023265.1_ASM2326v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium_angustum	NA	/mnt/e/focusDB/db/GCA_000701585.1_ASM70158v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium_multivorum	NA	/mnt/e/focusDB/db/GCA_000202835.1_ASM20283v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium_multivorum	NA	/mnt/e/focusDB/db/GCA_000964345.1_ASM96434v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium_rubrum	NA	/mnt/e/focusDB/db/GCA_900156265.1_IMG-taxon_2681812815_annotated_assembly_genomic.fasta
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidipila	Acidipila_dinghuensis	NA	/mnt/e/focusDB/db/GCA_004123295.1_ASM412329v1_genomic.fasta
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidipila	Acidipila_dinghuensis	NA	/mnt/e/focusDB/db/GCA_014640355.1_ASM1464035v1_genomic.fasta
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidipila	Acidipila_rosea	NA	/mnt/e/focusDB/db/GCA_004339725.1_ASM433972v1_genomic.fasta
Archaea	Candidatus_Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Acidiplasma aeolicum	NA	/mnt/e/focusDB/db/GCA_001399695.1_ASM139969v1_genomic.fasta
Archaea	Candidatus_Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Acidiplasma aeolicum	NA	/mnt/e/focusDB/db/GCA_001402945.1_ASM140294v1_genomic.fasta
Archaea	Candidatus_Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Acidiplasma cupricumulans	NA	/mnt/e/focusDB/db/GCA_001316225.1_ASM131622v1_genomic.fasta
Archaea	Candidatus_Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Acidiplasma cupricumulans	NA	/mnt/e/focusDB/db/GCA_001402935.1_ASM140293v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium_acidipropionici	NA	/mnt/e/focusDB/db/GCA_000427845.1_ASM42784v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium_acidipropionici	NA	/mnt/e/focusDB/db/GCA_001441165.1_ASM144116v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium_jensenii	NA	/mnt/e/focusDB/db/GCA_000425285.1_ASM42528v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium_thoenii	NA	/mnt/e/focusDB/db/GCA_000423445.1_ASM42344v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium_virtanenii	NA	/mnt/e/focusDB/db/GCA_003325455.1_ASM332545v1_genomic.fasta
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidisarcina	Acidisarcina_polymorpha	NA	/mnt/e/focusDB/db/GCA_003330725.1_ASM333072v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera	Acidisphaera_rubrifaciens	NA	/mnt/e/focusDB/db/GCA_000964365.1_ASM96436v1_genomic.fasta
Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus_albertensis	NA	/mnt/e/focusDB/db/GCA_001931655.1_ASM193165v1_genomic.fasta
Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus_ferridurans	NA	/mnt/e/focusDB/db/GCA_003966655.1_ASM396665v1_genomic.fasta
Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus_ferrooxidans	NA	/mnt/e/focusDB/db/GCA_000021485.1_ASM2148v1_genomic.fasta
Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus_sulfuriphilus	NA	/mnt/e/focusDB/db/GCA_003721225.1_ASM372122v1_genomic.fasta
Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus_thiooxidans	NA	/mnt/e/focusDB/db/GCA_000227215.2_ASM22721v2_genomic.fasta
Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus_thiooxidans	NA	/mnt/e/focusDB/db/GCA_006718285.1_ASM671828v1_genomic.fasta
Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus_thiooxidans	NA	/mnt/e/focusDB/db/GCA_009662475.1_ASM966247v1_genomic.fasta
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidithrix	Acidithrix_ferrooxidans	NA	/mnt/e/focusDB/db/GCA_000949295.1_ASM94929v1_genomic.fasta
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium_ailaaui	NA	/mnt/e/focusDB/db/GCA_000688455.1_ASM68845v1_genomic.fasta
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium_capsulatum	NA	/mnt/e/focusDB/db/GCA_000022565.1_ASM2256v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidocella	Acidocella_aminolytica	NA	/mnt/e/focusDB/db/GCA_900129125.1_IMG-taxon_2582581264_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidocella	Acidocella_facilis	NA	/mnt/e/focusDB/db/GCA_000687875.1_ASM68787v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidomonas	Acidomonas_methanolica	NA	/mnt/e/focusDB/db/GCA_000617865.1_ASM61786v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidomonas	Acidomonas_methanolica	NA	/mnt/e/focusDB/db/GCA_004346035.1_ASM434603v1_genomic.fasta
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidomonas	Acidomonas_methanolica	NA	/mnt/e/focusDB/db/GCA_007988925.1_ASM798892v1_genomic.fasta
Bacteria	Actinobacteria	Actinomycetia	Acidothermales	Acidothermaceae	Acidothermus	Acidothermus_cellulolyticus	NA	/mnt/e/focusDB/db/GCA_000015025.1_ASM1502v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_antarcticus	NA	/mnt/e/focusDB/db/GCA_013363755.1_ASM1336375v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_anthurii	NA	/mnt/e/focusDB/db/GCA_003269065.1_ASM326906v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_avenae	NA	/mnt/e/focusDB/db/GCA_000176855.2_ASM17685v2_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_caeni	NA	/mnt/e/focusDB/db/GCA_001298675.1_Draft_Genome_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_caeni	NA	/mnt/e/focusDB/db/GCA_900116825.1_IMG-taxon_2634166357_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_carolinensis	NA	/mnt/e/focusDB/db/GCA_002157145.1_ASM215714v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_cattleyae	NA	/mnt/e/focusDB/db/GCA_900104515.1_IMG-taxon_2634166355_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_citrulli	NA	/mnt/e/focusDB/db/GCA_900100305.1_IMG-taxon_2634166347_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_delafieldii	NA	/mnt/e/focusDB/db/GCA_007993815.1_ASM799381v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_kalamii	NA	/mnt/e/focusDB/db/GCA_002245625.1_ASM224562v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_konjaci	NA	/mnt/e/focusDB/db/GCA_900112675.1_IMG-taxon_2634166315_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_monticola	NA	/mnt/e/focusDB/db/GCA_014489595.1_ASM1448959v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_oryzae	NA	/mnt/e/focusDB/db/GCA_000687165.1_ASM68716v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_radicis	NA	/mnt/e/focusDB/db/GCA_000204195.2_ASM20419v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_soli	NA	/mnt/e/focusDB/db/GCA_900107605.1_IMG-taxon_2675903230_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_temperans	NA	/mnt/e/focusDB/db/GCA_006716905.1_ASM671690v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_valerianellae	NA	/mnt/e/focusDB/db/GCA_900102625.1_IMG-taxon_2615840716_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_wautersii	NA	/mnt/e/focusDB/db/GCA_900113035.1_IMG-taxon_2634166330_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_albensis	NA	/mnt/e/focusDB/db/GCA_900095025.1_IMG-taxon_2671180230_annotated_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	NA	/mnt/e/focusDB/db/GCA_000162295.1_ASM16229v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	NA	/mnt/e/focusDB/db/GCA_000369385.1_Acin_baum_CIP_70_34T_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	NA	/mnt/e/focusDB/db/GCA_000614705.1_ASM61470v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	NA	/mnt/e/focusDB/db/GCA_000737145.1_ASM73714v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	NA	/mnt/e/focusDB/db/GCA_002811175.1_ASM281117v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	NA	/mnt/e/focusDB/db/GCA_009035845.1_ASM903584v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	NA	/mnt/e/focusDB/db/GCA_009759685.1_ASM975968v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	NA	/mnt/e/focusDB/db/GCA_011398515.1_ASM1139851v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	NA	/mnt/e/focusDB/db/GCA_014672755.1_ASM1467275v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	NA	/mnt/e/focusDB/db/GCA_019331655.1_ASM1933165v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	NA	/mnt/e/focusDB/db/GCA_900011295.1_ATCC19606_assembly_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baylyi	NA	/mnt/e/focusDB/db/GCA_000368685.1_Acin_bayl_CIP_107474_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baylyi	NA	/mnt/e/focusDB/db/GCA_000621045.1_ASM62104v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_bereziniae	NA	/mnt/e/focusDB/db/GCA_000248295.2_ASM24829v2_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_bereziniae	NA	/mnt/e/focusDB/db/GCA_000368925.1_Acin_bere_CIP_70_12_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_bohemicus	NA	/mnt/e/focusDB/db/GCA_000367925.1_Acin_sp_ANC_3994_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_bohemicus	NA	/mnt/e/focusDB/db/GCA_008802275.1_ASM880227v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_bouvetii	NA	/mnt/e/focusDB/db/GCA_000368865.1_Acin_bouv_CIP_107468_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_bouvetii	NA	/mnt/e/focusDB/db/GCA_000373725.1_ASM37372v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_brisouii	NA	/mnt/e/focusDB/db/GCA_000488275.1_Acin_bris_CIP110357_V2_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_brisouii	NA	/mnt/e/focusDB/db/GCA_000931655.1_ASM93165v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_calcoaceticus	NA	/mnt/e/focusDB/db/GCA_000248175.2_ASM24817v2_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_calcoaceticus	NA	/mnt/e/focusDB/db/GCA_000368965.1_Acin_calc_CIP_81_8_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_celticus	NA	/mnt/e/focusDB/db/GCA_001707755.1_ASM170775v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_chengduensis	NA	/mnt/e/focusDB/db/GCA_003664645.1_ASM366464v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_chinensis	NA	/mnt/e/focusDB/db/GCA_002165375.2_ASM216537v2_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_colistiniresistens	NA	/mnt/e/focusDB/db/GCA_000413935.1_Acin_sp_NIPH_2036_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_courvalinii	NA	/mnt/e/focusDB/db/GCA_008802255.1_ASM880225v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_courvalinii	NA	/mnt/e/focusDB/db/GCA_014635545.1_ASM1463554v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_cumulans	NA	/mnt/e/focusDB/db/GCA_003024525.3_ASM302452v3_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_defluvii	NA	/mnt/e/focusDB/db/GCA_001704615.3_ASM170461v3_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_equi	NA	/mnt/e/focusDB/db/GCA_001307195.1_ASM130719v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_gandensis	NA	/mnt/e/focusDB/db/GCA_001678755.1_ASM167875v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_gandensis	NA	/mnt/e/focusDB/db/GCA_008802205.1_ASM880220v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_gerneri	NA	/mnt/e/focusDB/db/GCA_000368565.1_Acin_gern_CIP_107464_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_gerneri	NA	/mnt/e/focusDB/db/GCA_000430245.1_Acinetobacter_gerneri_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_gerneri	NA	/mnt/e/focusDB/db/GCA_000747725.1_ASM74772v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_guillouiae	NA	/mnt/e/focusDB/db/GCA_000368145.1_Acin_guil_CIP_63_46_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_guillouiae	NA	/mnt/e/focusDB/db/GCA_008802215.1_ASM880221v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_gyllenbergii	NA	/mnt/e/focusDB/db/GCA_000413855.1_Acin_gyll_CIP_110306_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_gyllenbergii	NA	/mnt/e/focusDB/db/GCA_000414075.1_Acinetobacter_gyllenbergii_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_haemolyticus	NA	/mnt/e/focusDB/db/GCA_000369065.1_Acin_haem_CIP_64_3_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_haemolyticus	NA	/mnt/e/focusDB/db/GCA_000430205.1_Acinetobacter_haemolyticus_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_haemolyticus	NA	/mnt/e/focusDB/db/GCA_019355995.1_ASM1935599v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_halotolerans	NA	/mnt/e/focusDB/db/GCA_004208515.1_ASM420851v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_harbinensis	NA	/mnt/e/focusDB/db/GCA_000816495.1_ASM81649v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_indicus	NA	/mnt/e/focusDB/db/GCA_000488255.1_Acin_indi_CIP110367_V2_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_indicus	NA	/mnt/e/focusDB/db/GCA_000830155.1_ASM83015v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_indicus	NA	/mnt/e/focusDB/db/GCA_002174105.1_ASM217410v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_johnsonii	NA	/mnt/e/focusDB/db/GCA_000368045.1_Acin_john_CIP_64_6_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_johnsonii	NA	/mnt/e/focusDB/db/GCA_000949655.1_ASM94965v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_johnsonii	NA	/mnt/e/focusDB/db/GCA_016027055.1_ASM1602705v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_junii	NA	/mnt/e/focusDB/db/GCA_000368665.1_Acin_grim_CIP_107470_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_junii	NA	/mnt/e/focusDB/db/GCA_000368765.1_Acin_juni_CIP_64_5_V1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_junii	NA	/mnt/e/focusDB/db/GCA_000430225.1_Acinetobacter_junii_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_lactucae	NA	/mnt/e/focusDB/db/GCA_001595745.2_ASM159574v2_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_lactucae	NA	/mnt/e/focusDB/db/GCA_001605885.1_ASM160588v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_lanii	NA	/mnt/e/focusDB/db/GCA_011578285.1_ASM1157828v1_genomic.fasta
